name,mana_cost,cmc,type_line,power,toughness,colors,color_identity,produced_mana
Molten Influence,{1}{R},2.0,Instant,,,['R'],['R'],
Errant Ephemeron,{6}{U},7.0,Creature — Illusion,4,4,['U'],['U'],
Farmstead,{W}{W}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Volcanic Offering,{4}{R},5.0,Instant,,,['R'],['R'],
Scour the Laboratory,{4}{U}{U},6.0,Instant,,,['U'],['U'],
Djinn of Wishes,{3}{U}{U},5.0,Creature — Djinn,4,4,['U'],['U'],
"Kamahl, Heart of Krosa",{6}{G}{G},8.0,Legendary Creature — Human Druid,5,5,['G'],['G'],
Spinerock Knoll,,0.0,Land,,,[],['R'],['R']
Karplusan Forest,,0.0,Land,,,[],"['G', 'R']","['C', 'G', 'R']"
Exclude,{2}{U},3.0,Instant,,,['U'],['U'],
"Varolz, the Scar-Striped",{1}{B}{G},3.0,Legendary Creature — Troll Warrior,2,2,"['B', 'G']","['B', 'G']",
Lhurgoyf,{2}{G}{G},4.0,Creature — Lhurgoyf,*,1+*,['G'],['G'],
Drifter il-Dal,{U},1.0,Creature — Human Wizard,2,1,['U'],['U'],
Cataclysmic Gearhulk,{3}{W}{W},5.0,Artifact Creature — Construct,4,5,['W'],['W'],
Jeweled Lotus,{0},0.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Fiery Confluence,{2}{R}{R},4.0,Sorcery,,,['R'],['R'],
"Sachi, Daughter of Seshiro",{2}{G}{G},4.0,Legendary Creature — Snake Shaman,1,3,['G'],['G'],['G']
Stormwing Entity,{3}{U}{U},5.0,Creature — Elemental,3,3,['U'],['U'],
Novice Dissector,{3}{B},4.0,Creature — Troll Warlock,3,3,['B'],['B'],
Air Servant,{4}{U},5.0,Creature — Elemental,4,3,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
"Tymaret, the Murder King",{B}{R},2.0,Legendary Creature — Zombie Warrior,2,2,"['B', 'R']","['B', 'R']",
Wrench-Rigger,{R},1.0,Creature — Goblin Rigger,1,1,['R'],['R'],
Scavenger Drake,{3}{B},4.0,Creature — Drake,1,1,['B'],['B'],
Bat,,0.0,Token Creature — Bat,1,2,['B'],['B'],
Essence Flare,{U},1.0,Enchantment — Aura,,,['U'],['U'],
Disciple of the Vault,{B},1.0,Creature — Human Cleric,1,1,['B'],['B'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
River's Rebuke,{4}{U}{U},6.0,Sorcery,,,['U'],['U'],
Sarkhan the Masterless,{3}{R}{R},5.0,Legendary Planeswalker — Sarkhan,,,['R'],['R'],
"Ajani, Adversary of Tyrants",{2}{W}{W},4.0,Legendary Planeswalker — Ajani,,,['W'],['W'],
Sol'kanar the Swamp King,{2}{U}{B}{R},5.0,Legendary Creature — Demon,5,5,"['B', 'R', 'U']","['B', 'R', 'U']",
Tide Drifter,{1}{U},2.0,Creature — Eldrazi Drone,0,5,[],['U'],
Venomous Changeling,{2}{B},3.0,Creature — Shapeshifter,1,3,['B'],['B'],
Trinket Mage,{2}{U},3.0,Creature — Human Wizard,2,2,['U'],['U'],
Blastoderm,{2}{G}{G},4.0,Creature — Beast,5,5,['G'],['G'],
Pyrotechnics,{4}{R},5.0,Sorcery,,,['R'],['R'],
Suntouched Myr,{3},3.0,Artifact Creature — Myr,0,0,[],[],
Stomping Ground,,0.0,Land — Mountain Forest,,,[],"['G', 'R']","['G', 'R']"
Fierce Guardianship,{2}{U},3.0,Instant,,,['U'],['U'],
Hollow One,{5},5.0,Artifact Creature — Golem,4,4,[],[],
Death Mutation,{6}{B}{G},8.0,Sorcery,,,"['B', 'G']","['B', 'G']",
Sagu Mauler,{4}{G}{U},6.0,Creature — Beast,6,6,"['G', 'U']","['G', 'U']",
"Kitsune Mystic // Autumn-Tail, Kitsune Sage",{3}{W},4.0,Creature — Fox Wizard // Legendary Creature — Fox Wizard,2,3,['W'],['W'],
Starlight Invoker,{1}{W},2.0,Creature — Human Cleric Mutant,1,3,['W'],['W'],
Merchant Scroll,{1}{U},2.0,Sorcery,,,['U'],['U'],
Gruul Signet,{2},2.0,Artifact,,,[],"['G', 'R']","['G', 'R']"
Hopeful Eidolon,{W},1.0,Enchantment Creature — Spirit,1,1,['W'],['W'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Satyr Hedonist,{1}{G},2.0,Creature — Satyr,2,1,['G'],"['G', 'R']",['R']
Will Kenrith,{4}{U}{U},6.0,Legendary Planeswalker — Will,,,['U'],['U'],
Questing Phelddagrif,{1}{G}{W}{U},4.0,Creature — Phelddagrif,4,4,"['G', 'U', 'W']","['G', 'U', 'W']",
Gruesome Menagerie,{3}{B}{B},5.0,Sorcery,,,['B'],['B'],
Erratic Explosion,{2}{R},3.0,Sorcery,,,['R'],['R'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Beloved Princess,{W},1.0,Creature — Human Noble,1,1,['W'],['W'],
Palladium Myr,{3},3.0,Artifact Creature — Myr,2,2,[],[],['C']
Stench of Evil,{2}{B}{B},4.0,Sorcery,,,['B'],['B'],
Faerie Squadron,{U},1.0,Creature — Faerie,1,1,['U'],['U'],
Soratami Mindsweeper,{3}{U},4.0,Creature — Moonfolk Wizard,1,4,['U'],['U'],
Animate Dead,{1}{B},2.0,Enchantment — Aura,,,['B'],['B'],
Greater Good,{2}{G}{G},4.0,Enchantment,,,['G'],['G'],
Butcher of the Horde,{1}{R}{W}{B},4.0,Creature — Demon,5,4,"['B', 'R', 'W']","['B', 'R', 'W']",
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Boros Garrison,,0.0,Land,,,[],"['R', 'W']","['R', 'W']"
Grapeshot Catapult,{4},4.0,Artifact Creature — Construct,2,3,[],[],
Breath of Fire,{1}{R},2.0,Instant,,,['R'],['R'],
Carth the Lion,{2}{B}{G},4.0,Legendary Creature — Human Warrior,3,5,"['B', 'G']","['B', 'G']",
Torture,{B},1.0,Enchantment — Aura,,,['B'],['B'],
Havengul Skaab,{5}{U},6.0,Creature — Zombie Horror,4,5,['U'],['U'],
Defiant Falcon,{1}{W},2.0,Creature — Rebel Bird,1,1,['W'],['W'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Faithless Looting,{R},1.0,Sorcery,,,['R'],['R'],
Airdrop Aeronauts,{3}{W}{W},5.0,Creature — Dwarf Scout,4,3,['W'],['W'],
Celestial Colonnade,,0.0,Land,,,[],"['U', 'W']","['U', 'W']"
Stormscape Familiar,{1}{U},2.0,Creature — Bird,1,1,['U'],['U'],
Artificer's Epiphany,{2}{U},3.0,Instant,,,['U'],['U'],
Blacker Lotus,{0},0.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Birds of Paradise Avatar,,0.0,Vanguard,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Wall of Diffusion,{1}{R},2.0,Creature — Wall,0,5,['R'],['R'],
Sacred Cat,{W},1.0,Creature — Cat,1,1,['W'],['W'],
Obsianus Golem,{6},6.0,Artifact Creature — Golem,4,6,[],[],
Brave the Elements,{W},1.0,Instant,,,['W'],['W'],
"Silumgar, the Drifting Death",{4}{U}{B},6.0,Legendary Creature — Dragon,3,7,"['B', 'U']","['B', 'U']",
Tainted Pact,{1}{B},2.0,Instant,,,['B'],['B'],
Battlewise Hoplite,{W}{U},2.0,Creature — Human Soldier,2,2,"['U', 'W']","['U', 'W']",
Shambling Shell,{1}{B}{G},3.0,Creature — Plant Zombie,3,1,"['B', 'G']","['B', 'G']",
Terminate,{B}{R},2.0,Instant,,,"['B', 'R']","['B', 'R']",
Rampaging Hippo,{4}{G}{G},6.0,Creature — Hippo,5,6,['G'],['G'],
Supplant Form,{4}{U}{U},6.0,Instant,,,['U'],['U'],
"Sram, Senior Edificer",{1}{W},2.0,Legendary Creature — Dwarf Advisor,2,2,['W'],['W'],
Stunted Growth,{3}{G}{G},5.0,Sorcery,,,['G'],['G'],
Hydroblast,{U},1.0,Instant,,,['U'],['U'],
Golgari Rot Farm,,0.0,Land,,,[],"['B', 'G']","['B', 'G']"
The Zephyr Maze,,0.0,Plane — Kyneth,,,[],[],
Sign in Blood,{B}{B},2.0,Sorcery,,,['B'],['B'],
Savage Knuckleblade,{G}{U}{R},3.0,Creature — Ogre Warrior,4,4,"['G', 'R', 'U']","['G', 'R', 'U']",
Artful Takedown,{2}{U}{B},4.0,Instant,,,"['B', 'U']","['B', 'U']",
"Sorin, Vengeful Bloodlord",{2}{W}{B},4.0,Legendary Planeswalker — Sorin,,,"['B', 'W']","['B', 'W']",
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",,3.0,Legendary Enchantment // Legendary Land,,,,['G'],['G']
Flooded Strand,,0.0,Land,,,[],[],
Hungry Flames,{2}{R},3.0,Instant,,,['R'],['R'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Hero of Goma Fada,{4}{W},5.0,Creature — Human Knight Ally,4,3,['W'],['W'],
Deflection,{3}{U},4.0,Instant,,,['U'],['U'],
Vampire Bats,{B},1.0,Creature — Bat,0,1,['B'],['B'],
Undo,{1}{U}{U},3.0,Sorcery,,,['U'],['U'],
Groundswell,{G},1.0,Instant,,,['G'],['G'],
Dragonspeaker Shaman,{1}{R}{R},3.0,Creature — Human Barbarian Shaman,2,2,['R'],['R'],
Savage Smash,{1}{R}{G},3.0,Sorcery,,,"['G', 'R']","['G', 'R']",
Cradle of Vitality,{3}{W},4.0,Enchantment,,,['W'],['W'],
Thallid,{G},1.0,Creature — Fungus,1,1,['G'],['G'],
Traumatize,{3}{U}{U},5.0,Sorcery,,,['U'],['U'],
Nylea's Intervention,{X}{G}{G},2.0,Sorcery,,,['G'],['G'],
Skyclave Relic,{3},3.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Seaside Citadel,,0.0,Land,,,[],"['G', 'U', 'W']","['G', 'U', 'W']"
Keldon Warlord,{2}{R}{R},4.0,Creature — Human Barbarian,*,*,['R'],['R'],
Djeru's Resolve,{W},1.0,Instant,,,['W'],['W'],
Censor,{1}{U},2.0,Instant,,,['U'],['U'],
Dwarven Sea Clan,{2}{R},3.0,Creature — Dwarf,1,1,['R'],['R'],
Mana Confluence,,0.0,Land,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Simic Signet,{2},2.0,Artifact,,,[],"['G', 'U']","['G', 'U']"
Unnerve,{3}{B},4.0,Sorcery,,,['B'],['B'],
Thallid Germinator,{2}{G},3.0,Creature — Fungus,2,2,['G'],['G'],
Sol Ring,{1},1.0,Artifact,,,[],[],['C']
Lavaborn Muse,{3}{R},4.0,Creature — Spirit,3,3,['R'],['R'],
Seal of Cleansing,{1}{W},2.0,Enchantment,,,['W'],['W'],
Titania's Song,{3}{G},4.0,Enchantment,,,['G'],['G'],
Favorable Winds,{1}{U},2.0,Enchantment,,,['U'],['U'],
Spider,,0.0,Token Creature — Spider,2,4,['B'],['B'],
Snapcaster Mage,{1}{U},2.0,Creature — Human Wizard,2,1,['U'],['U'],
Lyra Dawnbringer,{3}{W}{W},5.0,Legendary Creature — Angel,5,5,['W'],['W'],
"Obzedat, Ghost Council",{1}{W}{W}{B}{B},5.0,Legendary Creature — Spirit Advisor,5,5,"['B', 'W']","['B', 'W']",
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Circle of Protection: Red,{1}{W},2.0,Enchantment,,,['W'],['W'],
Thassa's Ire,{U},1.0,Enchantment,,,['U'],['U'],
Muddle the Mixture,{U}{U},2.0,Instant,,,['U'],['U'],
"Elspeth, Sun's Nemesis",{2}{W}{W},4.0,Legendary Planeswalker — Elspeth,,,['W'],['W'],
Skittish Valesk,{6}{R},7.0,Creature — Beast,5,5,['R'],['R'],
Finale of Glory,{X}{W}{W},2.0,Sorcery,,,['W'],['W'],
Discontinuity,{3}{U}{U}{U},6.0,Instant,,,['U'],['U'],
Pathmaker Initiate,{1}{R},2.0,Creature — Human Wizard,2,1,['R'],['R'],
Zombie,,0.0,Token Creature — Zombie,2,2,['B'],['B'],
Azorius Chancery,,0.0,Land,,,[],"['U', 'W']","['U', 'W']"
Dismember,{1}{B/P}{B/P},3.0,Instant,,,['B'],['B'],
Lovestruck Beast // Heart's Desire,{2}{G} // {G},3.0,Creature — Beast Noble // Sorcery — Adventure,5,5,['G'],['G'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Elvish Warrior,{G}{G},2.0,Creature — Elf Warrior,2,3,['G'],['G'],
Make Obsolete,{2}{B},3.0,Instant,,,['B'],['B'],
Horribly Awry,{1}{U},2.0,Instant,,,[],['U'],
Elkin Bottle,{3},3.0,Artifact,,,[],[],
Hazezon Tamar,{4}{R}{G}{W},7.0,Legendary Creature — Human Warrior,2,4,"['G', 'R', 'W']","['G', 'R', 'W']",
Exquisite Blood,{4}{B},5.0,Enchantment,,,['B'],['B'],
Rude Awakening,{4}{G},5.0,Sorcery,,,['G'],['G'],
Ambition's Cost,{3}{B},4.0,Sorcery,,,['B'],['B'],
"Domri, Anarch of Bolas",{1}{R}{G},3.0,Legendary Planeswalker — Domri,,,"['G', 'R']","['G', 'R']","['G', 'R']"
Corpse Traders,{3}{B},4.0,Creature — Human Rogue,3,3,['B'],['B'],
Lurking Crocodile,{2}{G},3.0,Creature — Crocodile,2,2,['G'],['G'],
Night Soil,{G}{G},2.0,Enchantment,,,['G'],['G'],
Dragon Egg,{2}{R},3.0,Creature — Dragon Egg,0,2,['R'],['R'],
Aegis Angel,{4}{W}{W},6.0,Creature — Angel,5,5,['W'],['W'],
"Syr Alin, the Lion's Claw",{3}{W}{W},5.0,Legendary Creature — Human Knight,4,4,['W'],['W'],
Rampant Growth,{1}{G},2.0,Sorcery,,,['G'],['G'],
Torrent of Souls,{4}{B/R},5.0,Sorcery,,,"['B', 'R']","['B', 'R']",
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Sharpened Pitchfork,{2},2.0,Artifact — Equipment,,,[],[],
Ruins of Trokair,,0.0,Land,,,[],['W'],['W']
Scalelord Reckoner,{3}{W}{W},5.0,Creature — Dragon,4,4,['W'],['W'],
Lightning Diadem,{5}{R},6.0,Enchantment — Aura,,,['R'],['R'],
Creature Bond,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
Beledros Witherbloom // Beledros Witherbloom,,0.0,Card // Card,,,,[],
"Omnath, Locus of Mana",{2}{G},3.0,Legendary Creature — Elemental,1,1,['G'],['G'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Umbral Mantle,{3},3.0,Artifact — Equipment,,,[],[],
Upwelling,{3}{G},4.0,Enchantment,,,['G'],['G'],
Sea Sprite,{1}{U},2.0,Creature — Faerie,1,1,['U'],['U'],
Dragon's Rage Channeler,{R},1.0,Creature — Human Shaman,1,1,['R'],['R'],
Nevinyrral's Disk,{4},4.0,Artifact,,,[],[],
Boros Charm,{R}{W},2.0,Instant,,,"['R', 'W']","['R', 'W']",
Angelheart Vial,{5},5.0,Artifact,,,[],[],
Blessed Light,{4}{W},5.0,Instant,,,['W'],['W'],
Moonlight Geist,{2}{W},3.0,Creature — Spirit,2,1,['W'],['W'],
"Brokkos, Apex of Forever",{2}{B}{G}{U},5.0,Legendary Creature — Nightmare Beast Elemental,6,6,"['B', 'G', 'U']","['B', 'G', 'U']",
Nether Shadow,{B}{B},2.0,Creature — Spirit,1,1,['B'],['B'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Dismember,{1}{B/P}{B/P},3.0,Instant,,,['B'],['B'],
Mulch,{1}{G},2.0,Sorcery,,,['G'],['G'],
Prodigal Sorcerer,{2}{U},3.0,Creature — Human Wizard,1,1,['U'],['U'],
Mythos of Nethroi,{2}{B},3.0,Instant,,,['B'],"['B', 'G', 'W']",
Immolation,{R},1.0,Enchantment — Aura,,,['R'],['R'],
"Arjun, the Shifting Flame",{4}{U}{R},6.0,Legendary Creature — Sphinx Wizard,5,5,"['R', 'U']","['R', 'U']",
Dream Fracture,{1}{U}{U},3.0,Instant,,,['U'],['U'],
Drake Haven,{2}{U},3.0,Enchantment,,,['U'],['U'],
Elder Deep-Fiend,{8},8.0,Creature — Eldrazi Octopus,5,6,[],['U'],
Lifeblood Hydra,{X}{G}{G}{G},3.0,Creature — Hydra,0,0,['G'],['G'],
Sky Hussar,{3}{W}{U},5.0,Creature — Human Knight,4,3,"['U', 'W']","['U', 'W']",
Evil Presence,{B},1.0,Enchantment — Aura,,,['B'],['B'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
"Gisela, Blade of Goldnight",{4}{R}{W}{W},7.0,Legendary Creature — Angel,5,5,"['R', 'W']","['R', 'W']",
Walker,,0.0,Token Creature — Zombie,2,2,['B'],['B'],
Unmarked Grave,{1}{B},2.0,Sorcery,,,['B'],['B'],
Zephyr Boots,{1},1.0,Artifact — Equipment,,,[],[],
Tranquil Thicket,,0.0,Land,,,[],['G'],['G']
Faerie Noble,{2}{G},3.0,Creature — Faerie Noble,1,2,['G'],['G'],
Metamorphosis,{G},1.0,Sorcery,,,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Geist-Honored Monk,{3}{W}{W},5.0,Creature — Human Monk,*,*,['W'],['W'],
Second Harvest,{2}{G}{G},4.0,Instant,,,['G'],['G'],
Spined Basher,{2}{B},3.0,Creature — Zombie Beast,3,1,['B'],['B'],
Restless Bones,{2}{B},3.0,Creature — Skeleton,1,1,['B'],['B'],
Goblin Arsonist,{R},1.0,Creature — Goblin Shaman,1,1,['R'],['R'],
Circle of Protection: Green,{1}{W},2.0,Enchantment,,,['W'],['W'],
"Nicol Bolas, Planeswalker",{4}{U}{B}{B}{R},8.0,Legendary Planeswalker — Bolas,,,"['B', 'R', 'U']","['B', 'R', 'U']",
Timeless Dragon // Timeless Dragon,,0.0,Card // Card,,,,[],
Eidolon of Countless Battles,{1}{W}{W},3.0,Enchantment Creature — Spirit,0,0,['W'],['W'],
Azor's Gateway // Sanctum of the Sun,,2.0,Legendary Artifact // Legendary Land,,,,[],"['B', 'G', 'R', 'U', 'W']"
Aven Archer,{3}{W}{W},5.0,Creature — Bird Soldier Archer,2,2,['W'],['W'],
Ice Cage,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
Spellbinder,{3},3.0,Artifact — Equipment,,,[],[],
Arc Blade,{3}{R}{R},5.0,Sorcery,,,['R'],['R'],
Cataclysmic Gearhulk,{3}{W}{W},5.0,Artifact Creature — Construct,4,5,['W'],['W'],
Darksteel Citadel,,0.0,Artifact Land,,,[],[],['C']
Band Together,{2}{G},3.0,Instant,,,['G'],['G'],
Torrent of Souls,{4}{B/R},5.0,Sorcery,,,"['B', 'R']","['B', 'R']",
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Serrated Arrows,{4},4.0,Artifact,,,[],[],
Desolation Twin,{10},10.0,Creature — Eldrazi,10,10,[],[],
Orcish Artillery,{1}{R}{R},3.0,Creature — Orc Warrior,1,3,['R'],['R'],
Rocket Launcher,{4},4.0,Artifact,,,[],[],
Claustrophobia,{1}{U}{U},3.0,Enchantment — Aura,,,['U'],['U'],
Hypnotic Specter,{1}{B}{B},3.0,Creature — Specter,2,2,['B'],['B'],
Seat of the Synod,,0.0,Artifact Land,,,[],['U'],['U']
Smoke,{R}{R},2.0,Enchantment,,,['R'],['R'],
Weirded Vampire,{3}{B},4.0,Creature — Vampire Horror,3,3,['B'],['B'],
Gomazoa,{2}{U},3.0,Creature — Jellyfish,0,3,['U'],['U'],
Pyrokinesis,{4}{R}{R},6.0,Instant,,,['R'],['R'],
"Liliana, the Necromancer",{3}{B}{B},5.0,Legendary Planeswalker — Liliana,,,['B'],['B'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Shadows Over Innistrad Checklist 1,,0.0,Card,,,[],[],
Power Sink,{X}{U},1.0,Instant,,,['U'],['U'],
Nightmare Horror,,0.0,Token Creature — Nightmare Horror,*,*,['B'],['B'],
Stoneforge Mystic,{1}{W},2.0,Creature — Kor Artificer,1,2,['W'],['W'],
Inner-Chamber Guard,{1}{W},2.0,Creature — Human Samurai,0,2,['W'],['W'],
Queen Marchesa,{1}{R}{W}{B},4.0,Legendary Creature — Human Assassin,3,3,"['B', 'R', 'W']","['B', 'R', 'W']",
Empty City Ruse,{W},1.0,Sorcery,,,['W'],['W'],
Luminous Broodmoth,{2}{W}{W},4.0,Creature — Insect,3,4,['W'],['W'],
Riptide Biologist,{1}{U},2.0,Creature — Human Wizard,1,2,['U'],['U'],
Retreat to Kazandu,{2}{G},3.0,Enchantment,,,['G'],['G'],
Courier Griffin,{3}{W},4.0,Creature — Griffin,2,3,['W'],['W'],
Burning-Rune Demon,{4}{B}{B},6.0,Creature — Demon Berserker,6,6,['B'],['B'],
Thrull Champion,{4}{B},5.0,Creature — Thrull,2,2,['B'],['B'],
King Suleiman,{1}{W},2.0,Creature — Human Noble,1,1,['W'],['W'],
Nightshade Peddler,{1}{G},2.0,Creature — Human Druid,1,1,['G'],['G'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Cultivate,{2}{G},3.0,Sorcery,,,['G'],['G'],
Elvish Archdruid,{1}{G}{G},3.0,Creature — Elf Druid,2,2,['G'],['G'],['G']
Boros Signet,{2},2.0,Artifact,,,[],"['R', 'W']","['R', 'W']"
Jaya's Immolating Inferno,{X}{R}{R},2.0,Legendary Sorcery,,,['R'],['R'],
Sanctum Weaver,{1}{G},2.0,Enchantment Creature — Dryad,0,2,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Duergar Hedge-Mage,{2}{R/W},3.0,Creature — Dwarf Shaman,2,2,"['R', 'W']","['R', 'W']",
Fledgling Mawcor,{3}{U},4.0,Creature — Beast,2,2,['U'],['U'],
Royal Assassin,{1}{B}{B},3.0,Creature — Human Assassin,1,1,['B'],['B'],
Fleshbag Marauder,{2}{B},3.0,Creature — Zombie Warrior,3,1,['B'],['B'],
Horizon Seed,{4}{W},5.0,Creature — Spirit,2,1,['W'],['W'],
"Thrasta, Tempest's Roar // Thrasta, Tempest's Roar",,0.0,Card // Card,,,,[],
Rootwater Depths,,0.0,Land,,,[],"['B', 'U']","['B', 'C', 'U']"
Barrin's Unmaking,{1}{U},2.0,Instant,,,['U'],['U'],
Purphoros's Emissary,{3}{R},4.0,Enchantment Creature — Ox,3,3,['R'],['R'],
Wall of Water,{1}{U}{U},3.0,Creature — Wall,0,5,['U'],['U'],
Darksteel Gargoyle,{7},7.0,Artifact Creature — Gargoyle,3,3,[],[],
Chaos Wand,{3},3.0,Artifact,,,[],[],
Elvish Mystic,{G},1.0,Creature — Elf Druid,1,1,['G'],['G'],['G']
"Sengir, the Dark Baron",{4}{B}{B},6.0,Legendary Creature — Vampire Noble,4,4,['B'],['B'],
Waterknot,{1}{U}{U},3.0,Enchantment — Aura,,,['U'],['U'],
Huntmaster of the Fells // Ravager of the Fells,,4.0,Creature — Human Werewolf // Creature — Werewolf,,,,"['G', 'R']",
Liliana of the Veil,{1}{B}{B},3.0,Legendary Planeswalker — Liliana,,,['B'],['B'],
Kher Keep,,0.0,Legendary Land,,,[],['R'],['C']
Vow of Malice,{2}{B},3.0,Enchantment — Aura,,,['B'],['B'],
Death Baron,{1}{B}{B},3.0,Creature — Zombie Wizard,2,2,['B'],['B'],
Lord of the Pit,{4}{B}{B}{B},7.0,Creature — Demon,7,7,['B'],['B'],
Wild Mongrel,{1}{G},2.0,Creature — Dog,2,2,['G'],['G'],
Caught in the Brights,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Reverence,{2}{W}{W},4.0,Enchantment,,,['W'],['W'],
Idol of Endurance,{2}{W},3.0,Artifact,,,['W'],['W'],
"Borrowing 100,000 Arrows",{2}{U},3.0,Sorcery,,,['U'],['U'],
Mirari's Wake,{3}{G}{W},5.0,Enchantment,,,"['G', 'W']","['G', 'W']","['B', 'G', 'R', 'U', 'W']"
Rushwood Dryad,{1}{G},2.0,Creature — Dryad,2,1,['G'],['G'],
Harvest Pyre,{1}{R},2.0,Instant,,,['R'],['R'],
Strata Scythe,{3},3.0,Artifact — Equipment,,,[],[],
Holy Avenger,{2}{W},3.0,Artifact — Equipment,,,['W'],['W'],
Avalanche Riders,{3}{R},4.0,Creature — Human Nomad,2,2,['R'],['R'],
Heliophial,{5},5.0,Artifact,,,[],[],
Enlightened Tutor,{W},1.0,Instant,,,['W'],['W'],
Volcanic Dragon,{4}{R}{R},6.0,Creature — Dragon,4,4,['R'],['R'],
Exile into Darkness,{4}{B},5.0,Sorcery,,,['B'],['B'],
Darksteel Axe,{1},1.0,Artifact — Equipment,,,[],[],
Felhide Petrifier,{2}{B},3.0,Creature — Minotaur Warrior,2,3,['B'],['B'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Qasali Pridemage,{G}{W},2.0,Creature — Cat Wizard,2,2,"['G', 'W']","['G', 'W']",
Glasses of Urza,{1},1.0,Artifact,,,[],[],
Herald of Secret Streams,{3}{U},4.0,Creature — Merfolk Warrior,2,3,['U'],['U'],
Drainpipe Vermin,{B},1.0,Creature — Rat,1,1,['B'],['B'],
"Klothys, God of Destiny",{1}{R}{G},3.0,Legendary Enchantment Creature — God,4,5,"['G', 'R']","['G', 'R']","['G', 'R']"
Peace of Mind,{1}{W},2.0,Enchantment,,,['W'],['W'],
Swirling Sandstorm,{3}{R},4.0,Sorcery,,,['R'],['R'],
Garbage Fire,{2}{R},3.0,Instant,,,['R'],['R'],
Sol Ring,{1},1.0,Artifact,,,[],[],['C']
Segmented Wurm,{3}{R}{G},5.0,Creature — Wurm,5,5,"['G', 'R']","['G', 'R']",
Tithe Taker,{1}{W},2.0,Creature — Human Soldier,2,1,['W'],['W'],
"Elesh Norn, Grand Cenobite",{5}{W}{W},7.0,Legendary Creature — Phyrexian Praetor,4,7,['W'],['W'],
Prismwake Merrow,{2}{U},3.0,Creature — Merfolk Wizard,2,1,['U'],['U'],
Hisoka's Guard,{1}{U},2.0,Creature — Human Wizard,1,1,['U'],['U'],
Righteous Valkyrie,{2}{W},3.0,Creature — Angel Cleric,2,4,['W'],['W'],
"Killian, Ink Duelist // Killian, Ink Duelist",,0.0,Card // Card,,,,[],
Kefnet's Last Word,{2}{U}{U},4.0,Sorcery,,,['U'],['U'],
Millstone,{2},2.0,Artifact,,,[],[],
Veiling Oddity,{3}{U},4.0,Creature — Illusion,2,3,['U'],['U'],
Hedron Crab,{U},1.0,Creature — Crab,0,2,['U'],['U'],
Shell of the Last Kappa,{3},3.0,Legendary Artifact,,,[],[],
Warchief Giant,{3}{R}{R},5.0,Creature — Giant Warrior,5,3,['R'],['R'],
Samite Healer,{1}{W},2.0,Creature — Human Cleric,1,1,['W'],['W'],
"Kataki, War's Wage",{1}{W},2.0,Legendary Creature — Spirit,2,1,['W'],['W'],
Safe Passage,{2}{W},3.0,Instant,,,['W'],['W'],
Funeral Pyre,{W},1.0,Instant,,,['W'],['W'],
Greater Stone Spirit,{4}{R}{R},6.0,Creature — Elemental Spirit,4,4,['R'],['R'],
Forest // Forest,,0.0,Card // Card,,,,[],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Irrigated Farmland,,0.0,Land — Plains Island,,,[],"['U', 'W']","['U', 'W']"
Wind Spirit,{4}{U},5.0,Creature — Elemental Spirit,3,2,['U'],['U'],
"Basandra, Battle Seraph",{3}{R}{W},5.0,Legendary Creature — Angel,4,4,"['R', 'W']","['R', 'W']",
Vraska's Conquistador,{1}{B},2.0,Creature — Vampire Soldier,2,1,['B'],['B'],
Demanding Dragon,{3}{R}{R},5.0,Creature — Dragon,5,5,['R'],['R'],
